counter,name,character_type,diagnosis,cause_of_death,treatment,actor,single_or_multiple_episodes,season_episode_code,first_episode_title_underscore,first_episode_title_text,last_episode_title_underscore,last_episode_title_text,seasons_array
108,Mr. Peterson,patient,['Head injury'],[],['Surgery'],No actor listed.,single,['S-11-EP-1'],I_Must_Have_Lost_It_on_the_Wind,I Must Have Lost It on the Wind,I_Must_Have_Lost_It_on_the_Wind,I Must Have Lost It on the Wind,['11']
109,Thomas Peterson,patient,"['Intestinal perforation', 'Patent ductus ateriosis', 'Necrotizing enterocolitis', 'Congestive heart failure', 'Brain bleed', 'Pericardial tumor', 'Hip displasia', 'Sepsis', 'Ileocolic fistula', 'Post-hemorrhagic hydrocephalus', 'Retinopathy of prematurity']","['<h3><span class=""mw-headline"" id=""Death"">Death</span><span class=""editsection""><a href=""/wiki/Thomas_Peterson?action=edit&amp;section=4"" title=""Edit Death section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h3>\n<p>A few weeks later, an x-ray revealed that Tommy\'s NEC had returned. Arizona was reluctant to operate, but Morgan insisted, so she took him into surgery, but once she was in there, she saw that almost all of his bowel was necrotic, so she closed. She explained the situation to Morgan, informing her that it was time to say goodbye. In the NICU, Alex disconnected all of Tommy\'s machines and allowed Morgan to hold him while he died. <i>(""<a href=""/wiki/Moment_of_Truth"" title=""Moment of Truth"">Moment of Truth</a>"")</i>\n</p>\n<h2><span class=""mw-headline"" id=""Relationships"">Relationships</span><span class=""editsection""><a href=""/wiki/Thomas_Peterson?action=edit&amp;section=5"" title=""Edit Relationships section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h2>\n<h3><span class=""mw-headline"" id=""Familial"">Familial</span><span class=""editsection""><a href=""/wiki/Thomas_Peterson?action=edit&amp;section=6"" title=""Edit Familial section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h3>\n<p>When Thomas was born, he was very sick. As such, his father felt they shouldn\'t try to prolong his life as his chances of survival were so low. His father ultimately left him in the care of his mother, Morgan. Morgan continued to fight for Tommy until they reached a point where there was nothing more they could do and they disconnected all the machines and allowed Morgan to hold him while he died.\n</p>']","['Surgery', 'Indomethacin', 'Bowel resection', 'Harness', 'Ventriculostomy']",No actor listed.,multiple,"['S-8-EP-15', 'S-8-EP-21']",Have_You_Seen_Me_Lately%3F,Have You Seen Me Lately?,Moment_of_Truth,Moment of Truth,['8']
111,Diane Pierce,family,['No diagnosis available'],"['<h3><span class=""mw-headline"" id=""Clinical_Trial_and_Death"">Clinical Trial and Death</span><span class=""editsection""><a href=""/wiki/Diane_Pierce?action=edit&amp;section=6"" title=""Edit Clinical Trial and Death section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h3>\n<p>After her mastectomy, Diane got the news that her cancer had spread. She had surgery to remove more cancer from her body and continued to have radiation and chemotherapy. When she complained of stomach pain, Meredith ordered a new CT, which showed a met near her liver, which was causing the pain. When Meredith advised against removing it, Maggie pressured Diane to fire her. Maggie then found a clinical trial with promising early results that she could get into if they could lower her LFTs. Bailey figured out a way to place a stent to lower Diane\'s LFTs and get her into the trial. The procedure worked, but Bailey, Richard, and Jackson didn\'t think the trial was a good idea. Despite this and Richard advising Diane that it wasn\'t a good idea, Maggie pushed forward and Diane supported her, believing Maggie wouldn\'t do anything to hurt her.\n</p><p>Once on the treatment, Diane had multiple side effects. She got an infection in her arm and blood built up. She had to have fluid aspirated from her back, but she eventually started to feel a little better. She taught Maggie to make her lasagna and told Maggie to invite all her friends over to have dinner together. At the dinner, Diane started coughing heavily. She soon coughed up some blood and they rushed her to the hospital. She had a tear in her esophagus, which Richard repaired with difficulty. Maggie wanted to get her up and moving again after the surgery as soon as possible, because she\'d lose her spot in the trial if she missed a treatment. Richard went and talked to Diane privately, to tell her she didn\'t have to keep going with the treatment if she didn\'t want to. She told him Maggie was a gift to her and if she died, it would give Maggie darkness not to know she did everything she could and she didn\'t want to do that. Richard told her Maggie was strong and she could handle it. Maggie tried to call around to find newer treatment possibilities for her mother, but Diane told her it was time to stop fighting.\n</p>']",['No treatment available'],LaTanya Richardson Jackson,multiple,"['S-13-EP-12', 'S-13-EP-18']",None_of_Your_Business,None of Your Business,"Be_Still,_My_Soul","Be Still, My Soul",['13']
112,Mary Portman,patient,['Coma'],[],"['Colostomy bag', 'Colostomy bag reversal surgery']",Mandy Moore,multiple,"['S-6-EP-23', 'S-7-EP-7']",Sanctuary,Sanctuary,That%27s_Me_Trying,That's Me Trying,"['6', '7']"
113,Gladys Pulcher,patient,"['Lung cancer', 'Post-op infection', 'Bed sores']",[],['Surgery'],Doris Roberts,single,['S-7-EP-19'],It%27s_a_Long_Way_Back,It's a Long Way Back,It%27s_a_Long_Way_Back,It's a Long Way Back,['7']
114,Nikki Ratlin,patient,"['Broken leg', 'Splenic laceration']",[],['Casting'],Michaela Watkins,single,['S-2-EP-21'],Superstition,Superstition,Superstition,Superstition,['2']
115,Marjorie Reed,patient,['Stage IV small-cell lung cancer'],[],['No treatment available'],Eileen Ryan,single,['S-11-EP-2'],Puzzle_With_a_Piece_Missing,Puzzle With a Piece Missing,Puzzle_With_a_Piece_Missing,Puzzle With a Piece Missing,['11']
116,Robbie Reeves,patient,"['Scalp laceration', 'Congenital AVM', 'Brain bleed']",[],"['Stitches', 'Surgery']",Micah Nelson,single,['S-13-EP-6'],Roar,Roar,Roar,Roar,['13']
118,Melanie Reynolds,patient,['Catastrophic internal injuries'],[],"['Splenectomy', 'Lung resection', 'Surgery']",Sarah LaFleur,single,['S-2-EP-24'],Damage_Case,Damage Case,Damage_Case,Damage Case,['2']
119,Oliver Richter,patient,['Aortic dissection'],[],['Surgery'],Dondré T. Whitfield,single,['S-7-EP-15'],Golden_Hour,Golden Hour,Golden_Hour,Golden Hour,['7']
120,Phillip Robinson,patient,"['Hand injury', 'Malignant glioma']",[],"['Splinting', 'Antibiotics']",Jason O'Mara,multiple,"['S-4-EP-12', 'S-4-EP-13']",Where_the_Wild_Things_Are,Where the Wild Things Are,Piece_of_My_Heart,Piece of My Heart,['4']
121,Scott Robinson,patient,"['Bowel evisceration', 'Mauling injuries']",[],"['Surgery', 'Stitches']",Steven Flynn,single,['S-4-EP-12'],Where_the_Wild_Things_Are,Where the Wild Things Are,Where_the_Wild_Things_Are,Where the Wild Things Are,['4']
122,Cathy Rogerson,patient,"['Fibrodysplasia ossificans progressiva', 'Internal bleeding']",[],"['Anti-inflammatory meds', 'Surgery']",Catherine Dent,single,['S-3-EP-19'],My_Favorite_Mistake,My Favorite Mistake,My_Favorite_Mistake,My Favorite Mistake,['3']
123,Emily Russell,patient,"['Hypoplastic left heart syndrome', 'Prematurity', 'Restricted atrial septum']","['<h3><span class=""mw-headline"" id=""Infancy_and_Death"">Infancy and Death</span><span class=""editsection""><a href=""/wiki/Emily_Russell?action=edit&amp;section=3"" title=""Edit Infancy and Death section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h3>\n<p>After birth, Burke used a catheter to open Emily\'s atrial septum. Then they planned a surgery to reconstruct the left side of her heart. In surgery, they found that her aorta was narrower than they thought, so they closed without doing anything. Addison decided to use her as a teaching tool for Izzie, so she told Izzie to keep Emily alive overnight, lying that Burke thought she had a chance if she could make it through the next ten hours. Despite Izzie\'s efforts, Emily died early the next morning. <i>(""<a href=""/wiki/Owner_of_a_Lonely_Heart"" title=""Owner of a Lonely Heart"">Owner of a Lonely Heart</a>"")</i>\n</p>\n<h2><span class=""mw-headline"" id=""Relationships"">Relationships</span><span class=""editsection""><a href=""/wiki/Emily_Russell?action=edit&amp;section=4"" title=""Edit Relationships section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h2>\n<h3><span class=""mw-headline"" id=""Familial"">Familial</span><span class=""editsection""><a href=""/wiki/Emily_Russell?action=edit&amp;section=5"" title=""Edit Familial section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h3>\n<p>She is part of a set of quintuplets. Their parents also have a set of triplets.\n</p>']","['Surgery', 'NICU Care']",No actor listed.,multiple,"['S-2-EP-10', 'S-2-EP-11']",Much_too_Much,Much too Much,Owner_of_a_Lonely_Heart,Owner of a Lonely Heart,['2']
124,Ruthie Sales,patient,"['Crushed ankle', 'Osteoporosis', 'Bleeding duodenal ulcer']",[],"['Ipubrofen', 'Surgery']",Maggie Siff,single,['S-4-EP-4'],The_Heart_of_the_Matter,The Heart of the Matter,The_Heart_of_the_Matter,The Heart of the Matter,['4']
125,Tony Savitch,patient,['No diagnosis available'],[],"['Coronary artery bypass surgery', 'Attempted resuscitation']",David Vegh,single,['S-1-EP-1'],A_Hard_Day%27s_Night,A Hard Day's Night,A_Hard_Day%27s_Night,A Hard Day's Night,['1']
126,Erin Shandley,patient,['Brain death'],[],['Organ harvesting'],Bhama Roget,single,['S-4-EP-5'],Haunt_You_Every_Day,Haunt You Every Day,Haunt_You_Every_Day,Haunt You Every Day,['4']
127,Derek Shepherd,attending,['No diagnosis available'],"['<h3><span class=""mw-headline"" id=""Death"">Death</span><span class=""editsection""><a href=""/wiki/Derek_Shepherd?action=edit&amp;section=11"" title=""Edit Death section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h3>\n<figure class=""article-thumb tright show-info-icon"" style=""width: 220px""> \t<a href=""https://vignette.wikia.nocookie.net/greysanatomy/images/e/ed/Meredithsayinggoodbyetoderek.jpg/revision/latest?cb=20170227233838"" \tclass=""image image-thumbnail"" \t \t \t><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" \t alt=""Meredithsayinggoodbyetoderek""  \tclass=""thumbimage lzy lzyPlcHld "" \t \tdata-image-key=""Meredithsayinggoodbyetoderek.jpg"" \tdata-image-name=""Meredithsayinggoodbyetoderek.jpg"" \t data-src=""https://vignette.wikia.nocookie.net/greysanatomy/images/e/ed/Meredithsayinggoodbyetoderek.jpg/revision/latest/scale-to-width-down/220?cb=20170227233838""  \t width=""220""  \t height=""123""  \t \t \t onload=""if(typeof ImgLzy===&#39;object&#39;){ImgLzy.load(this)}""  \t><noscript><img src=""https://vignette.wikia.nocookie.net/greysanatomy/images/e/ed/Meredithsayinggoodbyetoderek.jpg/revision/latest/scale-to-width-down/220?cb=20170227233838"" \t alt=""Meredithsayinggoodbyetoderek""  \tclass=""thumbimage "" \t \tdata-image-key=""Meredithsayinggoodbyetoderek.jpg"" \tdata-image-name=""Meredithsayinggoodbyetoderek.jpg"" \t \t width=""220""  \t height=""123""  \t \t \t \t></noscript></a>  \t<figcaption> \t\t \t\t\t<a href=""/wiki/File:Meredithsayinggoodbyetoderek.jpg"" class=""sprite info-icon""></a> \t\t \t\t \t\t \t\t\t<p class=""caption"">Meredith says her last goodbye to Derek.</p> \t\t \t</figcaption> </figure>\n<p>Not long after his return home, Derek was on his way to the airport for one last trip to D.C. when he witnessed a car crash on a remote road. He immediately leaped into action, saving four people from the wreckage before the emergency officials arrived to take the patients to Dillard Medical Center. Derek returned to his car and began to pull out to turn around when his phone suddenly rang. Leaving the car sideways in the middle of the road, he began reaching for the phone, not noticing an approaching semi, which crashed into the side of his car. Derek was then taken to Dillard where the doctors began examining him. Conscious but unable to speak, he knew that he needed a head CT, and begged in his mind for the doctors to also realize this, but to no avail. Derek was rushed to the OR , but by the time the doctors figured out what was going on and managed to bring in a neurosurgeon (whom they had to wait for over an hour after paging him), it was already too late and Derek was pronounced brain dead. Not long after, Meredith, whom the police have brought to the hospital, signed the papers to take him off life-support. She then sat with him as he died, holding his chest and telling him ""You can go"" as he let out his last breath. Interestingly, he continued to narrate in his mind up to almost the very end, even after losing consciousness (and possibly all brain function) -- at one point saying to the attending physicians ""It\'s too late."" ""You\'re too late."" We are left with the feeling that at some point an ethereal consciousness had taken over where his physical brain was no longer capable.\n</p>']",['No treatment available'],Patrick Dempsey,multiple,"['S-1-EP-1', 'S-11-EP-24']",A_Hard_Day%27s_Night,A Hard Day's Night,You%27re_My_Home,You're My Home,"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']"
128,Mr. Shepherd,family,['No diagnosis available'],"['<h3><span class=""mw-headline"" id=""After_His_Death"">After His Death</span><span class=""editsection""><a href=""/wiki/Mr._Shepherd?action=edit&amp;section=4"" title=""Edit After His Death section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h3>\n<p>Years later, his death is still difficult for his family. His wife always sleeps on her side of the bed, even though the mattress is extremely uneven. Derek hates murderers and had difficulty dealing when one was a patient, as he was still very angry about his dad\'s death. Amelia has problems with drugs which are related to her father\'s death. <i>(""<a href=""/wiki/Sympathy_for_the_Devil"" title=""Sympathy for the Devil"">Sympathy for the Devil</a>"")</i>\n</p><p>After his death, Amelia was afraid of all loud noises. To get over this fear, she bought firecrackers and set them off until she wasn\'t afraid anymore. <i>(""<a href=""/wiki/You_Break_My_Heart"" title=""You Break My Heart"">You Break My Heart</a>"")</i>\n</p>']",['No treatment available'],Brice Williams,single,['S-5-EP-8'],Who_We_Are,Who We Are,Who_We_Are,Who We Are,[]
129,Lenny Shulte,patient,"['Mud aspiration', 'Decreased breath sounds', 'Tachypnea', 'Diaphragmatic rupture']",[],"['Chest tube', 'Surgery']",Josh Clark,single,['S-10-EP-1'],Seal_Our_Fate,Seal Our Fate,Seal_Our_Fate,Seal Our Fate,['10']
130,David Simons,patient,"['Chest contusion', 'Cardiac contusion']",[],['No treatment available'],Trent Gill,single,['S-5-EP-22'],What_a_Difference_a_Day_Makes,What a Difference a Day Makes,What_a_Difference_a_Day_Makes,What a Difference a Day Makes,['5']
131,"""Cosmo"" Singh",patient,"['Prematurity', 'Respiratory failure']",[],['ECMO'],No actor listed.,single,['S-12-EP-18'],"There%27s_a_Fine,_Fine_Line","There's a Fine, Fine Line","There%27s_a_Fine,_Fine_Line","There's a Fine, Fine Line",['12']
132,Mark Sloan,attending,['No diagnosis available'],"['<h3><span class=""mw-headline"" id=""Plane_Crash_and_Death"">Plane Crash and Death</span><span class=""editsection""><a href=""/wiki/Mark_Sloan?action=edit&amp;section=11"" title=""Edit Plane Crash and Death section""><img src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" class=""sprite edit-pencil"" />Edit</a></span></h3>\n<p>In 2012, while traveling to Boise, Idaho to perform a separation surgery of conjoined twins, Mark was in a <a href=""/wiki/Flight"" title=""Flight"">plane crash</a>. He, along with Meredith, Lexie, Cristina, Arizona, and Derek became stranded in the woods. Mark seemed to have escaped with only minor injuries at first, though after the death of Lexie, he became unresponsive. Cristina examined his chest to find major bruising. Cristina realized that he had a cardiac tamponade, fluid surrounding his heart. Meredith used a tube from a bottle that Derek and Cristina found to drain the fluid. Cristina, Meredith, and Derek were able to get Mark to the front of the plane where Arizona and the pilot were. Mark woke up and told Arizona that Lexie was dead, and that she was waiting for him. Mark tried to tell Arizona he would be okay when he died, but she told him that she, Sofia, and Callie were waiting for him, too.<sup id=""cite_ref-6"" class=""reference""><a href=""#cite_note-6"">[7]</a></sup>\n</p><p>Mark was airlifted to Idaho, then sedated and moved to Seattle Grace Mercy West. He spent two months declining until he woke up briefly. After that day, he fell into a coma. After thirty days, they turned the life support machines off and Derek and Callie sat with him while he died.<sup id=""cite_ref-7"" class=""reference""><a href=""#cite_note-7"">[8]</a></sup>\n</p>']",['No treatment available'],Eric Dane,multiple,"['S-2-EP-18', 'S-9-EP-2']",Yesterday,Yesterday,Remembe
